Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Elemental Battle Armor|[ER Laser](Sqd5)|8494|Elemental Battle Armor [ER Laser](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [ER Laser] (Sqd5).blk|5.0|3060||3060|3064|-|Battlearmor|Ambusher|426|3492900|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAERMicroLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[ER Laser](Sqd6)|8858|Elemental Battle Armor [ER Laser](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [ER Laser] (Sqd6).blk|6.0|3060||3060|3064|-|Battlearmor|Ambusher|548|4191480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAERMicroLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Flamer](Sqd3)|9206|Elemental Battle Armor [Flamer](Sqd3)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Flamer] (Sqd3).blk|3.0|2868||2868|3054|-|Battlearmor|Ambusher|208|2088240|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAFlamer,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Flamer](Sqd4)|958|Elemental Battle Armor [Flamer](Sqd4)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Flamer] (Sqd4).blk|4.0|2868||2868|3054|-|Battlearmor|Ambusher|300|2784320|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAFlamer,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Flamer](Sqd5)|8495|Elemental Battle Armor [Flamer](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Flamer] (Sqd5).blk|5.0|2868||2868|3054|-|Battlearmor|Ambusher|404|3480400|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAFlamer,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Flamer](Sqd6)|8859|Elemental Battle Armor [Flamer](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Flamer] (Sqd6).blk|6.0|2868||2868|3054|-|Battlearmor|Ambusher|520|4176480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAFlamer,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[HMG](Sqd3)|9207|Elemental Battle Armor [HMG](Sqd3)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [HMG] (Sqd3).blk|3.0|3059||3059|3068|-|Battlearmor|Ambusher|213|2088240|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAHeavyMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[HMG](Sqd4)|959|Elemental Battle Armor [HMG](Sqd4)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [HMG] (Sqd4).blk|4.0|3059||3059|3068|-|Battlearmor|Ambusher|308|2784320|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAHeavyMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[HMG](Sqd5)|8496|Elemental Battle Armor [HMG](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [HMG] (Sqd5).blk|5.0|3059||3059|3068|-|Battlearmor|Ambusher|415|3480400|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAHeavyMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[HMG](Sqd6)|8860|Elemental Battle Armor [HMG](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [HMG] (Sqd6).blk|6.0|3059||3059|3068|-|Battlearmor|Ambusher|534|4176480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAHeavyMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Laser](Sqd3)|9208|Elemental Battle Armor [Laser](Sqd3)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Laser] (Sqd3).blk|3.0|2868||2868|3054|-|Battlearmor|Ambusher|230|2099490|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBASmall Laser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Laser](Sqd4)|960|Elemental Battle Armor [Laser](Sqd4)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Laser] (Sqd4).blk|4.0|2868||2868|3054|-|Battlearmor|Ambusher|332|2799320|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBASmall Laser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Laser](Sqd5)|8497|Elemental Battle Armor [Laser](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Laser] (Sqd5).blk|5.0|2868||2868|3054|-|Battlearmor|Ambusher|447|3499150|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBASmall Laser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[Laser](Sqd6)|8861|Elemental Battle Armor [Laser](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [Laser] (Sqd6).blk|6.0|2868||2868|3054|-|Battlearmor|Ambusher|575|4198980|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBASmall Laser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MG](Sqd3)|9210|Elemental Battle Armor [MG](Sqd3)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MG] (Sqd3).blk|3.0|2868||2868|3054|-|Battlearmor|Ambusher|208|2080740|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MG](Sqd4)|961|Elemental Battle Armor [MG](Sqd4)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MG] (Sqd4).blk|4.0|2868||2868|3054|-|Battlearmor|Ambusher|300|2774320|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MG](Sqd5)|8498|Elemental Battle Armor [MG](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MG] (Sqd5).blk|5.0|2868||2868|3054|-|Battlearmor|Ambusher|404|3467900|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MG](Sqd6)|8862|Elemental Battle Armor [MG](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MG] (Sqd6).blk|6.0|2868||2868|3054|-|Battlearmor|Ambusher|520|4161480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMG,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MicroPL](Sqd3)|9209|Elemental Battle Armor [MicroPL](Sqd3)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MicroPL] (Sqd3).blk|3.0|3060||3060|3063|-|Battlearmor|Ambusher|247|2103240|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMicroPulseLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MicroPL](Sqd4)|962|Elemental Battle Armor [MicroPL](Sqd4)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MicroPL] (Sqd4).blk|4.0|3060||3060|3063|-|Battlearmor|Ambusher|356|2804320|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMicroPulseLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MicroPL](Sqd5)|8499|Elemental Battle Armor [MicroPL](Sqd5)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MicroPL] (Sqd5).blk|5.0|3060||3060|3063|-|Battlearmor|Ambusher|480|3505400|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMicroPulseLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten,York|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Elemental Battle Armor|[MicroPL](Sqd6)|8863|Elemental Battle Armor [MicroPL](Sqd6)|true|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Elemental BA [MicroPL] (Sqd6).blk|6.0|3060||3060|3063|-|Battlearmor|Ambusher|617|4206480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BAJumpJet,CLBAMicroPulseLaser,CLBASRM2,BAAPMount,InfantryAssaultRifle,BABattleClaw|Swedenborg Heavy Industries,Bergan Industries BA Annex,WC Site 2,Clan Diamond Shark IndustriPlex-C,Unknown,Olivetti Weaponry,WC Site OZ-2,W-7 Facilities,Trellshire Heavy Industries,W-7 Facilities,Elemental Facility 4|Kirchbach,Alshain,Arc-Royal,Itabaiana,Strana Mechty,Sudeten,Tamar,Tranquil,Twycross,Weingarten|Various|Various|Various|Various|Various|Various|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Flamer](Sqd4)|1014|Fa Shih Battle Armor [Flamer](Sqd4)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Flamer] (Sqd4).blk|4.0|3062||3062|3068|-|Battlearmor|Ambusher|197|2600320|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBAFlamer,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Flamer](Sqd5)|8502|Fa Shih Battle Armor [Flamer](Sqd5)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Flamer] (Sqd5).blk|5.0|3062||3062|3068|-|Battlearmor|Ambusher|265|3350400|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBAFlamer,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Flamer](Sqd6)|8866|Fa Shih Battle Armor [Flamer](Sqd6)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Flamer] (Sqd6).blk|6.0|3062||3062|3068|-|Battlearmor|Ambusher|341|4140480|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBAFlamer,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Laser](Sqd4)|1015|Fa Shih Battle Armor [Laser](Sqd4)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Laser] (Sqd4).blk|4.0|3062||3062|3068|-|Battlearmor|Ambusher|229|2615320|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,ISBASmallLaser,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Laser](Sqd5)|8503|Fa Shih Battle Armor [Laser](Sqd5)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Laser] (Sqd5).blk|5.0|3062||3062|3068|-|Battlearmor|Ambusher|308|3369150|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,ISBASmallLaser,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[Laser](Sqd6)|8867|Fa Shih Battle Armor [Laser](Sqd6)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [Laser] (Sqd6).blk|6.0|3062||3062|3068|-|Battlearmor|Ambusher|397|4162980|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,ISBASmallLaser,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[LRR](Sqd4)|1016|Fa Shih Battle Armor [LRR](Sqd4)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [LRR] (Sqd4).blk|4.0|3062||3062|3068|-|Battlearmor|Ambusher|253|2574320|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBALight Recoilless Rifle,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[LRR](Sqd5)|8504|Fa Shih Battle Armor [LRR](Sqd5)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [LRR] (Sqd5).blk|5.0|3062||3062|3068|-|Battlearmor|Ambusher|341|3317900|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBALight Recoilless Rifle,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Fa Shih Battle Armor|[LRR](Sqd6)|8868|Fa Shih Battle Armor [LRR](Sqd6)|false|TRO: 3058 Upgrade|data\mechfiles\battlearmor\3058Uu\Fa Shih BA [LRR] (Sqd6).blk|6.0|3062||3062|3068|-|Battlearmor|Ambusher|438|4101480|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Standard (Basic),|BAJumpJet,CLBALight Recoilless Rifle,BA-Magnetic Clamp,BAAPMount,InfantryAssaultRifle,BABasicManipulatorMineClearance,ISBAMineDispenser|Ceres Metals Industries|Capella|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
